relative_path	role	authoritative_status	scientific_stage	source_provenance	original_source_sha256	transformation	notes
scripts/extended_pipeline/03_gtf_to_tx2gene.py	source_code	HISTORICAL_ONLY	gse337039_raw_validation	SRC0026	7af2a8ef7aa671c7aff3de66da17ed9300b3ffb537f63255604a823500fec690	byte-identical	
scripts/extended_pipeline/03a_build_refseq_vitvi_mapping.py	source_code	AUTHORITATIVE	gse337039_raw_validation	SRC0025	8c4d5fcacc172d078bd6295b43367f0f544fc21d4b31391bae1261f6e1312227	byte-identical	
scripts/extended_pipeline/04b_rescue_gse337039_star.sh	source_code	AUTHORITATIVE	gse337039_raw_validation	SRC0027	2448f195f447072dd49bd6d47e39989481779d8a7718a8277535c4a90922b104	byte-identical	
scripts/extended_pipeline/04c_run_gse337039_full_parallel.sh	source_code	AUTHORITATIVE	gse337039_raw_validation	SRC0028	92fd93661d045b5b8e317e201d56f619d75c1a3781fc8639fcd6685b307ed14f	byte-identical	
scripts/extended_pipeline/05b_gse337039_featurecounts_deseq2.R	source_code	AUTHORITATIVE	gse337039_raw_validation	SRC0029	c2eab3ced10c8c886799fe228b0a93757cd77443c73e7888f7b31a23506c4a55	byte-identical	
scripts/extended_pipeline/10_cross_variety_meta.R	source_code	AUTHORITATIVE	cross_genotype_meta_analysis	SRC0030	dcb5469aaefd84303f6b458e5238dc1124e58ac81a7fe06e2b185ce15f88f242	byte-identical	
scripts/extended_pipeline/12_wgcna_resampling_stability.R	source_code	AUTHORITATIVE	module_robustness	SRC0031	b6cb45902911a1711d28516a8d58c9e114acde9b98ee0f5da31ce9b21de40745	byte-identical	
scripts/extended_pipeline/15_whole_module_validation.py	source_code	HISTORICAL_REQUIRED	contextual_projection	SRC0032	6ba84c97f821820b0fb8ddc4cb8dd4ccb2b4054d3dc08d58ceec9ae512aec3ec	public-copy path literals and/or pure comments only	
scripts/extended_pipeline/17_summarize_gse337039.py	source_code	UTILITY	gse337039_raw_validation	SRC0033	bd2890183f730fd2491e2d067dbba0e8933d98ef4483b5cec2beac53cfaa2102	byte-identical	
scripts/extended_pipeline/49_build_figures_part1.R	source_code	AUTHORITATIVE	figure_generation	SRC0034	7d08875a30a562ef5fb921f8b45df3f23a36fe4600d54734c1b55419dfd2cb8a	byte-identical	
scripts/extended_pipeline/50_build_figures_part2.R	source_code	AUTHORITATIVE	figure_generation	SRC0035	2a072c5b6a150d80cdb05612e262796b9c3907d8533851b7de27debb83fd94f8	public-copy path literals and/or pure comments only	
scripts/extended_pipeline/52_virtual_perturbation.py	source_code	AUTHORITATIVE	dynamic_network_perturbation	SRC0036	abe34357ba05ed4ec7208c8675676f6739546c437032c36b4f7d8971906b0721	public-copy path literals and/or pure comments only	
scripts/extended_pipeline/53_plot_virtual_perturbation.R	source_code	AUTHORITATIVE	dynamic_network_perturbation	SRC0037	1e7a3cccc291a880a6870c2eeef474b53815b5455908a91e4582930cb599c09f	byte-identical	
scripts/figures/fix_labels.R	source_code	UTILITY	figure_generation	SRC0038	1c12ead82d64786c1839e84018111b7e74ce8ff645738a30ae0e6c3cc3ef0292	byte-identical	
scripts/legacy_discovery_pipeline/01_build_sample_design.py	source_code	AUTHORITATIVE	sample_design_qc	SRC0039	0acc0fa5d2b3b9c411645c1562666c00571784bb4ae79f2004550ff31a8bccc6	byte-identical	
scripts/legacy_discovery_pipeline/02_deseq2_gse124820.R	source_code	AUTHORITATIVE	dataset_specific_deseq2	SRC0042	bfe873bcfdfcd4bd04e62c8991f4c68cad353694921a2da92005128ca0dbb396	byte-identical	
scripts/legacy_discovery_pipeline/02a_deseq2_one_variety.R	source_code	AUTHORITATIVE	dataset_specific_deseq2	SRC0040	fdb86549da64c4c115cf7af53838fa5fc125d8fa69564ee5830ece09455eabac	byte-identical	
scripts/legacy_discovery_pipeline/02b_cross_variety_consensus.py	source_code	HISTORICAL_REQUIRED	project_provenance	SRC0041	1e8315d34b6cb62a31ccc6f0920faca337c0c510a8191a1a6f538b77c10ea539	byte-identical	
scripts/legacy_discovery_pipeline/03_deseq2_gse273240.R	source_code	AUTHORITATIVE	dataset_specific_deseq2	SRC0043	0c027fa6a02fd8a58df5cc16689a051296289f5c1446c266a3687e18e1ee91b5	byte-identical	
scripts/legacy_discovery_pipeline/04_build_design_gse184114.py	source_code	AUTHORITATIVE	project_provenance	SRC0044	1bc7518f7fab6b67ad6403093553efade6f0ad002758fac5167cccaae45c4d4e	byte-identical	
scripts/legacy_discovery_pipeline/05_deseq2_gse184114.R	source_code	AUTHORITATIVE	dataset_specific_deseq2	SRC0045	409936f7fad8bde79af6c2e329e8160b222c68de72370e70c0901c497dbf6e4d	byte-identical	
scripts/legacy_discovery_pipeline/06_deseq2_gse277812.R	source_code	AUTHORITATIVE	dataset_specific_deseq2	SRC0046	fdb4d26e9750846801a37aee8a98912a294469e9c6f7c65ff445fa3927ea026f	byte-identical	
scripts/legacy_discovery_pipeline/07_parse_all_datasets.py	source_code	HISTORICAL_REQUIRED	legacy_matrix_processing	SRC0564	76167bae79ef8da5643bca4af17d2f2e3f6a1f8dbe48d93363f605e6c90cf995	public-copy path literals and/or pure comments only	
scripts/legacy_discovery_pipeline/08a_go_mapping_audit.R	source_code	AUTHORITATIVE	go_mapping_enrichment	SRC0047	a5e4bc120f5ab70899db07896efcdc38127d6bd4a2e0dc9ab671bea01f3973c1	byte-identical	
scripts/legacy_discovery_pipeline/08b_go_enrichment.R	source_code	AUTHORITATIVE	go_mapping_enrichment	SRC0048	47c969c3df4c37578334d2f2144206041c56ac2b17019ea1633b37f1cb0e82bd	byte-identical	
scripts/legacy_discovery_pipeline/08c_gse273240_me_interaction_model.R	source_code	AUTHORITATIVE	module_context_interaction	SRC0049	94cf1f791d8e80b1d9af0c7c5bd3bbeb5342559f1351927c843eb7fecb12930f	byte-identical	
scripts/legacy_discovery_pipeline/08d_integrate_deg_wgcna_go_evidence_v6.R	source_code	AUTHORITATIVE	go_mapping_enrichment	SRC0050	32a2a3e38f9b46b2d923506ea6e7ccd2939303748d20bf56ed0e80c87b2f96ec	byte-identical	
scripts/legacy_discovery_pipeline/08e_rank_candidate_hub_genes.R	source_code	AUTHORITATIVE	evidence_integration_ranking	SRC0051	689aeb9d7491ccdc7eafa9f33649254b795af2ee202b72657fe45cf0ae119f6f	byte-identical	
scripts/legacy_discovery_pipeline/08f_external_module_projection_validation_v2.py	source_code	HISTORICAL_REQUIRED	contextual_projection	SRC0052	6fcf856945d9576dd42136d5dbe984811080c439b9517f0d830b1d2e6e4c6050	byte-identical	
scripts/legacy_discovery_pipeline/build_vitvi_go_mapping.py	source_code	HISTORICAL_REQUIRED	go_mapping_enrichment	SRC0053	6137895ddbf2ec7174761c11fb046bb76db80bdec4b2b5379e3344de9bd727e1	byte-identical	
scripts/legacy_discovery_pipeline/build_vitvi_vit_mapping.py	source_code	HISTORICAL_REQUIRED	project_provenance	SRC0054	79c061d1c979331cbb0ad57fce14381f5f27f1d59cdfbbd2ca48bf3f2ebc80ac	byte-identical	
scripts/legacy_discovery_pipeline/fix_wgcna_inputs.R	source_code	AUTHORITATIVE	formal_wgcna_preservation	SRC0055	6efef72065e13955046bd0192ab260735693b63f2a8b0dc50d057efcd6661585	byte-identical	
scripts/legacy_discovery_pipeline/wgcna_r_fixed.R	source_code	AUTHORITATIVE	formal_wgcna_preservation	SRC0056	69aeb326043848d53dd753d527bd9c436f7d4dfc541bb28c616b89af4b5a3bb6	byte-identical	
scripts/method_revision_v2/15_whole_module_validation_v2.py	source_code	AUTHORITATIVE	final_random_set_stouffer	SRC0057	15aa18f9566631a5498e122e71df6b7e768296c8d52d52d66717de1f74cfba0c	byte-identical	
scripts/method_revision_v2/build_qc_go_audits_v2.py	source_code	AUTHORITATIVE	supplementary_audit	SRC0058	564785b804ae341f91ef2a790e485e6bb25558b10bf1b35ef92fc352b25a0e5e	byte-identical	
scripts/method_revision_v2/plot_figure4_full_v2.R	source_code	AUTHORITATIVE	final_random_set_stouffer	SRC0060	c50ae58eb20cec6abd45555c75b7f45dc751af9891840c77937d668d4a92c833	byte-identical	
scripts/method_revision_v2/plot_figure4e_v2.R	source_code	UTILITY	final_random_set_stouffer	SRC0059	f74182f1c994811242dd194b58cecc021219521c39a1666ac6f5cdfa3649f6f4	byte-identical	
scripts/utilities/materialize_data.py	source_code	UTILITY	project_provenance	SRC0061	8e825f7407527dd4b8e50e57535b7aba040823b706e2c7d6556edccdc66f02ef	byte-identical	
SHA256SUMS.tsv	documentation	DOCUMENTATION	project_provenance	RC2_INDEX	NOT_APPLICABLE	generated documentation/index; no scientific values recalculated	
VERSION	documentation	DOCUMENTATION	project_provenance	RC2_DOCUMENTATION_FROM_ACCEPTED_RC1_AND_FORENSIC_FACTS	NOT_APPLICABLE	generated documentation/index; no scientific values recalculated	
